Compañia,Linea de producto,Año,Ingresos soles
Claro,Linea fija,2018,155112266
Claro,Data,2018,168747298
Claro,CableTV,2018,182410819
Claro,Interconexión,2018,326187316
Claro,Internet,2018,331387323
Claro,Otros,2018,737348894
Claro,Equipos,2018,1188746200
Claro,Móvil,2018,2756776164
Otros,Público,2018,191
Otros,Equipos,2018,157311
Otros,Interconexión,2018,4579415
Otros,Linea fija,2018,17056458
Otros,Larga distancia,2018,17229791
Otros,Data,2018,18213021
Otros,Otros,2018,19070697
Otros,Internet,2018,48379115
Otros,Linea fija,2018,64
Otros,CableTV,2018,106
Otros,Público,2018,578
Otros,Larga distancia,2018,2256
Otros,Internet,2018,72190
Otros,Otros,2018,851298
Otros,CableTV,2018,87862
Otros,CableTV,2018,1001697
Otros,Interconexión,2018,70178
Otros,Público,2018,96839
Otros,Linea fija,2018,1003516
Otros,CableTV,2018,159513
Otros,Internet,2018,66434
Otros,Equipos,2018,188700
Otros,Data,2018,22328156
Otros,Internet,2018,17124463
Otros,Data,2018,14322448
Otros,Internet,2018,1227327
Otros,Data,2018,9150337
Otros,Otros,2018,14448424
Otros,CableTV,2018,480838
Otros,CableTV,2018,152020
Otros,CableTV,2018,2463672
Otros,CableTV,2018,544273
Otros,CableTV,2018,1065116
Otros,Equipos,2018,42949
Otros,CableTV,2018,846850
Otros,CableTV,2018,64129
Otros,CableTV,2018,473574
Otros,CableTV,2018,58135
Otros,CableTV,2018,808503
Otros,CableTV,2018,91598
Otros,CableTV,2018,967408
Otros,Internet,2018,1155759
Otros,CableTV,2018,18503221
Otros,Otros,2018,148308
Otros,CableTV,2018,9982438
Otros,CableTV,2018,932574
Otros,CableTV,2018,363267
Otros,CableTV,2018,428917
Otros,Internet,2018,339784
Otros,CableTV,2018,6974195
Otros,Otros,2018,8471106
Otros,CableTV,2018,27313721
Otros,CableTV,2018,182507
Otros,CableTV,2018,147835
Otros,Otros,2018,1668594
Otros,Linea fija,2018,7653065
Otros,Larga distancia,2018,21781800
Otros,Data,2018,34542976
Otros,Internet,2018,124463812
Otros,CableTV,2018,49400
Otros,CableTV,2018,207005
Otros,Equipos,2018,406485
Otros,Data,2018,1606706
Otros,Linea fija,2018,763
Otros,Otros,2018,30706
Otros,Data,2018,40845
Otros,Equipos,2018,47476
Otros,Internet,2018,358262
Otros,Otros,2018,7064
Otros,Linea fija,2018,32023
Otros,Internet,2018,78252
Otros,Otros,2018,109167
Otros,CableTV,2018,7197742
Otros,CableTV,2018,3226268
Otros,CableTV,2018,122968
Otros,Equipos,2018,18229
Otros,Data,2018,65507
Otros,Data,2018,198168
Otros,Larga distancia,2018,609375
Otros,Linea fija,2018,1718789
Otros,Internet,2018,2674765
Otros,Interconexión,2018,4432939
Otros,CableTV,2018,83056
DirectTV,Otros,2018,15782102
DirectTV,Equipos,2018,80736705
DirectTV,CableTV,2018,271307193
Otros,CableTV,2018,2322353
Otros,Equipos,2018,4306026
Otros,Móvil,2018,8759182
Otros,CableTV,2018,9165673
Otros,CableTV,2018,23005
Otros,CableTV,2018,3000
Entel,Linea fija,2018,1142471
Entel,Data,2018,5256286
Entel,Otros,2018,14262252
Entel,Internet,2018,74104838
Entel,Interconexión,2018,192171526
Entel,Equipos,2018,612988835
Entel,Móvil,2018,1546983793
Otros,Data,2018,5662236
Otros,Linea fija,2018,881169
Otros,Data,2018,12988748
Otros,Internet,2018,27529416
Otros,CableTV,2018,1772
Otros,CableTV,2018,47321
Otros,CableTV,2018,354567
Otros,CableTV,2018,7932
Otros,CableTV,2018,162268
Otros,CableTV,2018,57840
Otros,Data,2018,518314
Otros,Otros,2018,1336526
Otros,Equipos,2018,71472
Otros,Interconexión,2018,75001
Otros,Larga distancia,2018,507412
Otros,Otros,2018,609305
Otros,Linea fija,2018,2245601
Otros,Público,2018,5001350
Otros,Internet,2018,21105068
Otros,Linea fija,2018,563859
Otros,Larga distancia,2018,1300061
Otros,Equipos,2018,1360985
Otros,Otros,2018,5363157
Otros,Data,2018,5691969
Otros,Internet,2018,15314724
Otros,CableTV,2018,147415
Otros,CableTV,2018,1252311
Otros,Internet,2018,60698
Otros,Otros,2018,114206
Otros,CableTV,2018,4882788
Otros,Otros,2018,183237
Otros,CableTV,2018,4119237
Otros,Interconexión,2018,63629
Otros,Móvil,2018,725356
Otros,Otros,2018,788834
Otros,Linea fija,2018,227302
Otros,CableTV,2018,152465
Otros,Internet,2018,2956806
Otros,Data,2018,28383553
Otros,Otros,2018,41363314
Otros,CableTV,2018,138823
Otros,CableTV,2018,640567
Otros,CableTV,2018,389175
Otros,CableTV,2018,522969
Otros,CableTV,2018,8490
Otros,Internet,2018,236186
Otros,Otros,2018,237089
Otros,CableTV,2018,6917953
Otros,CableTV,2018,164235
Otros,CableTV,2018,80142
Otros,CableTV,2018,203867
Otros,Data,2018,4638167
Otros,CableTV,2018,39003
Otros,CableTV,2018,53094
Otros,CableTV,2018,1660031
Otros,Internet,2018,964590
Otros,CableTV,2018,1215918
Otros,Equipos,2018,283806
Otros,Linea fija,2018,502669
Otros,Otros,2018,529342
Otros,Larga distancia,2018,1112694
Otros,Data,2018,2155952
Otros,Internet,2018,5352290
Otros,Otros,2018,17428151
Otros,Larga distancia,2018,592
Otros,Internet,2018,4397294
Otros,Móvil,2018,5550706
Otros,Equipos,2018,6418366
Otros,Equipos,2018,200279
Otros,CableTV,2018,1237118
Otros,Linea fija,2018,1591817
Otros,Equipos,2018,4950666
Otros,Larga distancia,2018,7964807
Otros,Otros,2018,17394750
Otros,Data,2018,22836317
Otros,Internet,2018,81690421
Otros,CableTV,2018,248644
Otros,CableTV,2018,38875
Otros,CableTV,2018,3506002
Otros,CableTV,2018,1081047
Otros,Público,2018,16284697
Otros,Larga distancia,2018,47360
Otros,CableTV,2018,176986
Otros,Otros,2018,1561417
Otros,CableTV,2018,1867501
Otros,CableTV,2018,267846
Otros,Data,2018,6106463
Otros,CableTV,2018,106956
Otros,CableTV,2018,64530
Otros,CableTV,2018,74398
Otros,Otros,2018,1384796
Otros,Móvil,2018,10397038
Otros,CableTV,2018,178051
Otros,CableTV,2018,106403
Otros,CableTV,2018,57642
Otros,CableTV,2018,12135
Otros,Otros,2018,36385
Otros,CableTV,2018,118375
Otros,CableTV,2018,2022232
Otros,CableTV,2018,459029
Movistar,Larga distancia,2018,41843999
Movistar,Público,2018,68238352
Movistar,Otros,2018,142417000
Movistar,Interconexión,2018,501105000
Movistar,Linea fija,2018,547996237
Movistar,Data,2018,605903000
Movistar,Equipos,2018,1124064000
Movistar,CableTV,2018,1195907646
Movistar,Internet,2018,1293946766
Movistar,Móvil,2018,2580715000
Otros,CableTV,2018,196761
Otros,CableTV,2018,506514
Otros,CableTV,2018,57440
Otros,CableTV,2018,244526
Otros,CableTV,2018,913374
Otros,CableTV,2018,52440
Otros,Data,2018,3616743
Otros,Internet,2018,52352
Bitel,Larga distancia,2018,73310
Bitel,Linea fija,2018,101789
Bitel,Otros,2018,249322
Bitel,Internet,2018,2426770
Bitel,Data,2018,57589447
Bitel,Equipos,2018,120692290
Bitel,Interconexión,2018,178915955
Bitel,Móvil,2018,698048117
Otros,Otros,2018,3861
Otros,CableTV,2018,2203218
Otros,CableTV,2018,286743
Otros,CableTV,2018,520670
Otros,CableTV,2018,34325
Otros,Linea fija,2018,6205
Otros,Internet,2018,1908950
Otros,Internet,2018,128734
Otros,Público,2018,146556
Otros,Linea fija,2018,487446
Otros,Internet,2018,63619
Otros,Linea fija,2018,58446
Otros,Equipos,2018,207099
Otros,Otros,2018,1561239
Otros,Data,2018,10431646
Otros,CableTV,2019,64302
Otros,Internet,2019,95956
Otros,CableTV,2019,1268682
Claro,Público,2019,1464685
Claro,Larga distancia,2019,5607496
Claro,Linea fija,2019,152170823
Claro,Data,2019,162546449
Claro,Interconexión,2019,174285375
Claro,CableTV,2019,182582601
Claro,Internet,2019,350182580
Claro,Otros,2019,966972347
Claro,Equipos,2019,1431809132
Claro,Móvil,2019,2663221219
Otros,Interconexión,2019,6733023
Otros,Larga distancia,2019,13218476
Otros,Linea fija,2019,14111433
Otros,Otros,2019,22880857
Otros,Data,2019,34695725
Otros,Internet,2019,42476486
Otros,Otros,2019,851298
Otros,CableTV,2019,85010
Otros,Público,2019,61280
Otros,Interconexión,2019,75253
Otros,Linea fija,2019,1059833
Otros,CableTV,2019,187912
Otros,Equipos,2019,184571
Otros,Data,2019,20439474
Otros,Internet,2019,21048301
Otros,Data,2019,12822259
Otros,Otros,2019,57288
Otros,CableTV,2019,24628651
Otros,Equipos,2019,391239
Otros,Internet,2019,924147
Otros,Otros,2019,8052781
Otros,Data,2019,9899738
Otros,CableTV,2019,292409
Otros,CableTV,2019,152020
Otros,CableTV,2019,109528
Otros,CableTV,2019,1385827
Otros,Equipos,2019,1517
Otros,CableTV,2019,716114
Otros,CableTV,2019,76511
Otros,CableTV,2019,1715026
Otros,CableTV,2019,443995
Otros,CableTV,2019,59445
Otros,CableTV,2019,214199
Otros,CableTV,2019,91598
Otros,CableTV,2019,815831
Otros,Internet,2019,1232665
Otros,CableTV,2019,16376838
Otros,CableTV,2019,9215079
Otros,CableTV,2019,647228
Otros,CableTV,2019,1729793
Otros,Otros,2019,29786
Otros,CableTV,2019,376929
Otros,Internet,2019,433369
Otros,CableTV,2019,6844803
Otros,Otros,2019,8153
Otros,CableTV,2019,152517
Otros,CableTV,2019,301877
Otros,CableTV,2019,147835
Otros,Linea fija,2019,13386402
Otros,Data,2019,30077321
Otros,Larga distancia,2019,38099761
Otros,Otros,2019,60229033
Otros,Internet,2019,92201419
Otros,CableTV,2019,49400
Otros,Internet,2019,14784
Otros,CableTV,2019,232325
Otros,Equipos,2019,728089
Otros,Data,2019,6419663
Otros,Equipos,2019,4386
Otros,Otros,2019,10465
Otros,Data,2019,28745
Otros,Internet,2019,121204
Otros,Internet,2019,61855
Otros,CableTV,2019,6662495
Otros,CableTV,2019,3226268
Otros,CableTV,2019,124585
Otros,Equipos,2019,14890
Otros,Data,2019,68936
Otros,Data,2019,313750
Otros,Larga distancia,2019,431805
Otros,Linea fija,2019,1640234
Otros,Internet,2019,2891393
Otros,Interconexión,2019,4911081
Otros,CableTV,2019,44340
Otros,CableTV,2019,61947
DirectTV,Otros,2019,7055599
DirectTV,Equipos,2019,87215914
DirectTV,CableTV,2019,308580488
Otros,CableTV,2019,2128462
Otros,Móvil,2019,8547785
Otros,Equipos,2019,8942264
Otros,Internet,2019,1916245
Otros,Data,2019,3371412
Otros,CableTV,2019,12382226
Otros,CableTV,2019,1457351
Otros,Data,2019,117075
Otros,CableTV,2019,3111060
Otros,CableTV,2019,18485
Otros,CableTV,2019,3000
Entel,Linea fija,2019,997835
Entel,Data,2019,6431221
Entel,Otros,2019,31679227
Entel,Internet,2019,89930610
Entel,Interconexión,2019,93245842
Entel,Equipos,2019,928608437
Entel,Móvil,2019,1602946828
Otros,Data,2019,2229761
Otros,Linea fija,2019,881169
Otros,Data,2019,16756968
Otros,Internet,2019,27227079
Otros,Internet,2019,56186
Otros,CableTV,2019,132517
Otros,CableTV,2019,27180
Otros,CableTV,2019,345568
Otros,Equipos,2019,288124
Otros,Móvil,2019,493709
Otros,CableTV,2019,7932
Otros,CableTV,2019,118928
Otros,Internet,2019,92160
Otros,CableTV,2019,332977
Otros,Otros,2019,1440526
Otros,Data,2019,8870627
Otros,Interconexión,2019,47993
Otros,Equipos,2019,116928
Otros,Larga distancia,2019,323022
Otros,Otros,2019,1532101
Otros,Linea fija,2019,1596250
Otros,Público,2019,2215795
Otros,Internet,2019,19797410
Otros,Linea fija,2019,968166
Otros,Equipos,2019,1416342
Otros,Larga distancia,2019,1893362
Otros,Otros,2019,6164981
Otros,Data,2019,8572405
Otros,Internet,2019,20236657
Otros,Móvil,2019,17418
Otros,CableTV,2019,164762
Otros,CableTV,2019,1252311
Otros,Internet,2019,109166
Otros,CableTV,2019,4210917
Otros,Otros,2019,113132
Otros,CableTV,2019,4111279
Otros,Otros,2019,1298026
Otros,Equipos,2019,2225954
Otros,Internet,2019,3681430
Otros,Larga distancia,2019,6873
Otros,Interconexión,2019,103707
Otros,Móvil,2019,158809
Otros,Otros,2019,3619329
Otros,Data,2019,5647897
Otros,CableTV,2019,181646
Otros,Internet,2019,4640366
Otros,Data,2019,26155778
Otros,Otros,2019,49320772
Otros,CableTV,2019,165107
Otros,CableTV,2019,619662
Otros,CableTV,2019,396491
Otros,CableTV,2019,374315
Otros,CableTV,2019,8490
Otros,Otros,2019,125085
Otros,CableTV,2019,7742868
Otros,CableTV,2019,180350
Otros,CableTV,2019,82380
Otros,CableTV,2019,278480
Otros,Data,2019,3764093
Otros,CableTV,2019,38453
Otros,CableTV,2019,4757650
Otros,CableTV,2019,66895
Otros,Internet,2019,809171
Otros,CableTV,2019,1111087
Otros,Data,2019,132892
Otros,CableTV,2019,713111
Otros,Otros,2019,18308936
Otros,Equipos,2019,2098770
Otros,Móvil,2019,3823408
Otros,Internet,2019,3962198
Otros,Equipos,2019,60139
Otros,CableTV,2019,1207049
Otros,Linea fija,2019,2465160
Otros,Larga distancia,2019,7922909
Otros,Equipos,2019,9035221
Otros,Otros,2019,18872476
Otros,Data,2019,26263038
Otros,Internet,2019,84424621
Otros,CableTV,2019,273405
Otros,CableTV,2019,1271
Otros,Internet,2019,1406865
Otros,CableTV,2019,37575
Otros,Otros,2019,80881
Otros,CableTV,2019,3270759
Otros,CableTV,2019,1188931
Otros,Público,2019,25646207
Otros,Larga distancia,2019,48142
Otros,CableTV,2019,1638743
Otros,CableTV,2019,176986
Otros,Otros,2019,1381452
Otros,CableTV,2019,2330737
Otros,CableTV,2019,701924
Otros,CableTV,2019,92700
Otros,CableTV,2019,34000
Otros,CableTV,2019,66864
Otros,CableTV,2019,73032
Otros,Otros,2019,1187263
Otros,Móvil,2019,10114249
Otros,CableTV,2019,308096
Otros,CableTV,2019,91712
Otros,CableTV,2019,1141608
Otros,CableTV,2019,12135
Otros,CableTV,2019,2884554
Otros,CableTV,2019,178458
Otros,CableTV,2019,2755960
Otros,CableTV,2019,454490
Movistar,Larga distancia,2019,33191785
Movistar,Público,2019,46160106
Movistar,Interconexión,2019,183279218
Movistar,Otros,2019,228165658
Movistar,Linea fija,2019,430692335
Movistar,Data,2019,713309644
Movistar,Equipos,2019,1154525425
Movistar,CableTV,2019,1222446938
Movistar,Internet,2019,1385710112
Movistar,Móvil,2019,2482298913
Movistar,Interconexión,2019,1665917
Movistar,Internet,2019,2501830
Movistar,Otros,2019,23014263
Movistar,Data,2019,44660113
Otros,CableTV,2019,390458
Otros,CableTV,2019,194509
Otros,CableTV,2019,46245
Otros,CableTV,2019,506514
Otros,CableTV,2019,5864700
Otros,CableTV,2019,350419
Otros,CableTV,2019,913374
Otros,Otros,2019,261351
Otros,Data,2019,2049755
Otros,CableTV,2019,52440
Otros,Data,2019,23867
Otros,Data,2019,3452668
Bitel,Linea fija,2019,59158
Bitel,Larga distancia,2019,340330
Bitel,Internet,2019,3626910
Bitel,Otros,2019,22015796
Bitel,Data,2019,86069837
Bitel,Equipos,2019,102814561
Bitel,Interconexión,2019,128738687
Bitel,Móvil,2019,859124525
Otros,Otros,2019,3485
Otros,CableTV,2019,2183122
Otros,CableTV,2019,250535
Otros,CableTV,2019,537176
Otros,CableTV,2019,671817
Otros,CableTV,2019,27130
Otros,Linea fija,2019,14157
Otros,Internet,2019,5497533
Otros,Internet,2019,6683
Otros,Público,2019,145113
Otros,Linea fija,2019,361719
Otros,Internet,2019,74786
Otros,Linea fija,2019,52415
Otros,Equipos,2019,248531
Otros,Otros,2019,1263290
Otros,Data,2019,9479838
Otros,CableTV,2020,39119
Otros,Internet,2020,84930
Otros,CableTV,2020,841520
Claro,Público,2020,991524
Claro,Larga distancia,2020,3493115
Claro,Data,2020,128047455
Claro,Linea fija,2020,142319444
Claro,Interconexión,2020,147655338
Claro,CableTV,2020,182139677
Claro,Otros,2020,240567499
Claro,Internet,2020,480049611
Claro,Equipos,2020,1097187862
Claro,Móvil,2020,2800053926
Otros,Interconexión,2020,4404624
Otros,Larga distancia,2020,6107417
Otros,Linea fija,2020,10770286
Otros,Data,2020,20074127
Otros,Otros,2020,26199571
Otros,Internet,2020,36186976
Otros,CableTV,2020,64232
Otros,Público,2020,12732
Otros,Equipos,2020,18231
Otros,Interconexión,2020,116781
Otros,Linea fija,2020,1057006
Otros,CableTV,2020,153811
Otros,Internet,2020,100186
Otros,Equipos,2020,108017
Otros,Data,2020,19600568
Otros,Internet,2020,17634270
Otros,Data,2020,15161958
Otros,Internet,2020,256041
Otros,CableTV,2020,21043330
Otros,Internet,2020,837411
Otros,Otros,2020,7665048
Otros,Data,2020,8063415
Otros,CableTV,2020,254670
Otros,CableTV,2020,165754
Otros,CableTV,2020,72751
Otros,Equipos,2020,33543
Otros,CableTV,2020,808169
Otros,CableTV,2020,1464416
Otros,CableTV,2020,432033
Otros,CableTV,2020,50655
Otros,CableTV,2020,221782
Otros,CableTV,2020,720550
Otros,Internet,2020,1229356
Otros,CableTV,2020,14287744
Otros,CableTV,2020,8335503
Otros,CableTV,2020,1596342
Otros,CableTV,2020,327638
Otros,Internet,2020,461409
Otros,CableTV,2020,6086828
Otros,CableTV,2020,44822
Otros,Linea fija,2020,23528076
Otros,Data,2020,25115508
Otros,Otros,2020,63618305
Otros,Larga distancia,2020,66964523
Otros,Internet,2020,76464047
Otros,CableTV,2020,28680
Otros,Internet,2020,90374
Otros,CableTV,2020,218325
Otros,Equipos,2020,409473
Otros,Data,2020,5779381
Otros,CableTV,2020,57095
Otros,Internet,2020,80662
Otros,CableTV,2020,5665565
Otros,CableTV,2020,90613
Otros,Equipos,2020,932
Otros,Data,2020,51286
Otros,Larga distancia,2020,341193
Otros,Data,2020,487686
Otros,Equipos,2020,1517217
Otros,Linea fija,2020,1740594
Otros,Internet,2020,1773610
Otros,Interconexión,2020,3693846
Otros,CableTV,2020,47258
Otros,CableTV,2020,85984
DirectTV,Otros,2020,5376992
DirectTV,Equipos,2020,91564805
DirectTV,CableTV,2020,311584203
Otros,CableTV,2020,2197576
Otros,Equipos,2020,7418625
Otros,Móvil,2020,8523992
Otros,Internet,2020,2764996
Otros,CableTV,2020,8318009
Otros,Data,2020,18168414
Otros,Internet,2020,154435
Otros,CableTV,2020,1222758
Otros,Data,2020,419789
Otros,Internet,2020,472312
Otros,CableTV,2020,3459437
Otros,Data,2020,3450879
Otros,CableTV,2020,1000
Entel,Linea fija,2020,1173965
Entel,Data,2020,5911379
Entel,Otros,2020,14725290
Entel,Interconexión,2020,82658032
Entel,Internet,2020,127878943
Entel,Equipos,2020,813817649
Entel,Móvil,2020,1754433742
Otros,Data,2020,17700867
Otros,Internet,2020,28050528
Otros,CableTV,2020,256579
Otros,Móvil,2020,5335818
Otros,CableTV,2020,216149
Otros,Equipos,2020,89660
Otros,Móvil,2020,1556930
Otros,CableTV,2020,7932
Otros,CableTV,2020,84000
Otros,Internet,2020,86220
Otros,CableTV,2020,314488
Otros,Internet,2020,2248896
Otros,Otros,2020,11133294
Otros,Data,2020,19019949
Otros,Otros,2020,2341
Otros,Interconexión,2020,7538
Otros,Equipos,2020,9649
Otros,Larga distancia,2020,18619
Otros,Público,2020,56042
Otros,Linea fija,2020,243683
Otros,Internet,2020,10100399
Otros,Móvil,2020,303465
Otros,Linea fija,2020,1028243
Otros,Larga distancia,2020,1446159
Otros,Equipos,2020,2448151
Otros,Data,2020,9169311
Otros,Otros,2020,11972766
Otros,Internet,2020,21146310
Otros,Móvil,2020,1524073
Otros,CableTV,2020,162300
Otros,Internet,2020,151147
Otros,CableTV,2020,3444869
Otros,Otros,2020,186907
Otros,CableTV,2020,4022126
Otros,Otros,2020,4409389
Otros,Equipos,2020,10538554
Otros,Internet,2020,17435516
Otros,Interconexión,2020,12332
Otros,Larga distancia,2020,12429
Otros,Móvil,2020,105060
Otros,Data,2020,10224303
Otros,Otros,2020,16471832
Otros,Linea fija,2020,260449
Otros,CableTV,2020,147050
Otros,Internet,2020,3642558
Otros,Data,2020,23192686
Otros,Otros,2020,65404842
Otros,CableTV,2020,106101
Otros,CableTV,2020,609486
Otros,CableTV,2020,360383
Otros,CableTV,2020,309875
Otros,Internet,2020,236186
Otros,Otros,2020,237089
Otros,CableTV,2020,7017346
Otros,CableTV,2020,172535
Otros,CableTV,2020,84475
Otros,CableTV,2020,255484
Otros,Data,2020,2962368
Otros,Internet,2020,236186
Otros,Data,2020,631012
Otros,CableTV,2020,42680
Otros,CableTV,2020,3591977
Otros,CableTV,2020,67192
Otros,Internet,2020,128834
Otros,CableTV,2020,1636607
Otros,Otros,2020,31176
Otros,Data,2020,277531
Otros,CableTV,2020,555233
Otros,Otros,2020,18823053
Otros,Internet,2020,384
Otros,Equipos,2020,2029
Otros,Equipos,2020,78734
Otros,CableTV,2020,1364743
Otros,Linea fija,2020,2549472
Otros,Larga distancia,2020,7053939
Otros,Equipos,2020,10639275
Otros,Otros,2020,19688739
Otros,Data,2020,25891691
Otros,Internet,2020,79040092
Otros,CableTV,2020,233807
Otros,Internet,2020,3705578
Otros,Otros,2020,600
Otros,CableTV,2020,28910
Otros,CableTV,2020,1017948
Otros,CableTV,2020,1457416
Otros,Público,2020,29574230
Otros,Larga distancia,2020,50480
Otros,CableTV,2020,2004623
Otros,CableTV,2020,12515
Otros,Otros,2020,2256537
Otros,CableTV,2020,3163328
Otros,CableTV,2020,211104
Otros,CableTV,2020,98850
Otros,CableTV,2020,36719
Otros,CableTV,2020,42945
Otros,CableTV,2020,44212
Otros,Otros,2020,752112
Otros,Móvil,2020,8544101
Otros,CableTV,2020,1065144
Otros,CableTV,2020,148205
Otros,CableTV,2020,2413099
Otros,Internet,2020,11864
Otros,CableTV,2020,578457
Movistar,Público,2020,16024653
Movistar,Larga distancia,2020,29781631
Movistar,Otros,2020,129046509
Movistar,Interconexión,2020,156354029
Movistar,Linea fija,2020,240849789
Movistar,Data,2020,509525829
Movistar,Equipos,2020,646561050
Movistar,CableTV,2020,1203231445
Movistar,Internet,2020,1332898805
Movistar,Móvil,2020,2312389261
Otros,CableTV,2020,298905
Otros,CableTV,2020,41734
Otros,CableTV,2020,452517
Otros,CableTV,2020,5413537
Otros,CableTV,2020,294191
Otros,Data,2020,2827243
Otros,Data,2020,68115
Otros,Data,2020,1419606
Bitel,Larga distancia,2020,1012
Bitel,Linea fija,2020,24636
Bitel,Otros,2020,43109975
Bitel,Data,2020,57896167
Bitel,Equipos,2020,60321731
Bitel,Internet,2020,60926201
Bitel,Interconexión,2020,103187036
Bitel,Móvil,2020,916807868
Otros,Otros,2020,2480
Otros,CableTV,2020,2978086
Otros,CableTV,2020,192235
Otros,CableTV,2020,577773
Otros,CableTV,2020,550334
Otros,CableTV,2020,24259
Otros,CableTV,2020,9490
Otros,Linea fija,2020,6657
Otros,Internet,2020,11211893
Otros,Internet,2020,23273
Otros,CableTV,2020,71291
Otros,Público,2020,145193
Otros,Linea fija,2020,402049
Otros,Internet,2020,70952
Otros,Otros,2020,1412
Otros,Linea fija,2020,30797
Otros,Internet,2020,1003665
Otros,Linea fija,2020,63690
Otros,Equipos,2020,282152
Otros,Otros,2020,2049276
Otros,Data,2020,8774787
Otros,CableTV,2021,51543
Otros,CableTV,2021,1329650
Claro,Público,2021,568725
Claro,Larga distancia,2021,2020746
Claro,Data,2021,126215990
Claro,Interconexión,2021,135878492
Claro,Linea fija,2021,139653938
Claro,CableTV,2021,188381094
Claro,Otros,2021,217339602
Claro,Internet,2021,629023113
Claro,Equipos,2021,1712717095
Claro,Móvil,2021,3079294945
Otros,Larga distancia,2021,1866450
Otros,Linea fija,2021,3447745
Otros,Otros,2021,3651526
Otros,Interconexión,2021,8843870
Otros,Data,2021,14843982
Otros,Internet,2021,25262626
Otros,CableTV,2021,94561
Otros,Público,2021,6038
Otros,Equipos,2021,26581
Otros,Interconexión,2021,181180
Otros,Linea fija,2021,1196130
Otros,CableTV,2021,171094
Otros,Internet,2021,230344
Otros,Data,2021,18119881
Otros,Internet,2021,18467918
Otros,Internet,2021,4500734
Otros,Internet,2021,176490
Otros,CableTV,2021,25210229
Otros,Internet,2021,1353840
Otros,Otros,2021,3620473
Otros,Data,2021,4646395
Otros,Equipos,2021,71351
Otros,Data,2021,433274
Otros,CableTV,2021,316624
Otros,Internet,2021,2657130
Otros,CableTV,2021,3040784
Otros,CableTV,2021,61457
Otros,Equipos,2021,7769
Otros,CableTV,2021,584438
Otros,CableTV,2021,1055576
Otros,CableTV,2021,419670
Otros,CableTV,2021,71711
Otros,CableTV,2021,228667
Otros,CableTV,2021,869292
Otros,Internet,2021,2487426
Otros,CableTV,2021,14284209
Otros,CableTV,2021,9115563
Otros,CableTV,2021,379307
Otros,Internet,2021,403689
Otros,CableTV,2021,1763460
Otros,CableTV,2021,382653
Otros,Internet,2021,785420
Otros,CableTV,2021,6437029
Otros,CableTV,2021,67466
Otros,Linea fija,2021,26079100
Otros,Data,2021,30011044
Otros,Otros,2021,72800924
Otros,Larga distancia,2021,74225131
Otros,Internet,2021,78788913
Otros,CableTV,2021,19100
Otros,Internet,2021,538517
Otros,CableTV,2021,214525
Otros,Equipos,2021,815360
Otros,Data,2021,5704754
Otros,Internet,2021,531166
Otros,Internet,2021,96048
Otros,CableTV,2021,5734908
Otros,CableTV,2021,112483
Otros,Equipos,2021,30244
Otros,Data,2021,39381
Otros,Larga distancia,2021,255246
Otros,Equipos,2021,436418
Otros,Data,2021,714776
Otros,Internet,2021,2074718
Otros,Linea fija,2021,2210490
Otros,Interconexión,2021,5215415
Otros,CableTV,2021,48300
Otros,CableTV,2021,97911
Otros,Equipos,2021,1986
Otros,Internet,2021,28314
Otros,Otros,2021,6906911
DirectTV,Otros,2021,14675920
DirectTV,Equipos,2021,100034744
DirectTV,CableTV,2021,333548809
Otros,CableTV,2021,3056990
Otros,Móvil,2021,9846321
Otros,Equipos,2021,13983965
Otros,Internet,2021,5976592
Otros,CableTV,2021,7916429
Otros,Data,2021,17443283
Otros,Internet,2021,657225
Otros,CableTV,2021,1590767
Otros,Data,2021,364223
Otros,Internet,2021,2070551
Otros,CableTV,2021,4918289
Otros,CableTV,2021,15835
Otros,Data,2021,27594116
Otros,CableTV,2021,1000
Entel,Linea fija,2021,1916657
Entel,Data,2021,7335278
Entel,Otros,2021,28180919
Entel,Interconexión,2021,85185516
Entel,Internet,2021,113424703
Entel,Equipos,2021,1666424167
Entel,Móvil,2021,2038114195
Otros,Data,2021,20029902
Otros,Internet,2021,40047347
Otros,Móvil,2021,2569850
Otros,Equipos,2021,34188
Otros,Móvil,2021,806570
Otros,CableTV,2021,7932
Otros,CableTV,2021,104068
Otros,Internet,2021,119970
Otros,CableTV,2021,251040
Otros,Internet,2021,1895055
Otros,Otros,2021,3029923
Otros,Data,2021,8856224
Otros,Interconexión,2021,2288
Otros,Público,2021,19438
Otros,Equipos,2021,88335
Otros,Linea fija,2021,98302
Otros,Otros,2021,180244
Otros,Internet,2021,208116
Otros,Data,2021,3898023
Otros,Linea fija,2021,1015693
Otros,Larga distancia,2021,1109084
Otros,Equipos,2021,5289433
Otros,Otros,2021,14883542
Otros,Data,2021,17805119
Otros,Internet,2021,22990639
Otros,Interconexión,2021,187158
Otros,Móvil,2021,4573185
Otros,Internet,2021,231287
Otros,CableTV,2021,3430495
Otros,Otros,2021,396239
Otros,CableTV,2021,4436431
Otros,Otros,2021,5343889
Otros,Equipos,2021,26268740
Otros,Internet,2021,43658112
Otros,Data,2021,13629866
Otros,Otros,2021,20911001
Otros,Linea fija,2021,315970
Otros,Linea fija,2021,43894
Otros,Equipos,2021,109006
Otros,Otros,2021,6851760
Otros,Linea fija,2021,14346
Otros,Otros,2021,2166214
Otros,Internet,2021,3910729
